Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare,Farm_Area(acres),Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters)
West,Sandy,Rice,375.2712932518304,18.76867019828093,Sunny,143,3.356882969911203,308.40500000000003,4.595,4.220000000000001,78580.925
South,Loam,Maize,342.2877508648795,33.81170100598462,Cloudy,118,3.669500532076397,128.23,4.91,0.77,18660.03
East,Silt,Rice,319.887177971366,23.208021548669,Cloudy,106,3.294100417944963,464.6,5.18,0.91,9392.38
East,Silt,Wheat,344.95155791506954,38.49551383348693,Rainy,99,3.479522744563928,288.52,1.79,4.78,23208.04
West,Sandy,Rice,421.993378928518,33.10203349821428,Cloudy,148,3.1836621711600706,308.40500000000003,4.595,4.220000000000001,78580.925
West,Sandy,Rice,264.4359845960604,31.30220903845621,Rainy,65,3.67179564288408,308.40500000000003,4.595,4.220000000000001,78580.925
North,Sandy,Soybean,550.7410192919815,34.16697388275588,Cloudy,129,3.5109490085285024,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Silt,Wheat,272.925028963092,15.898857543675804,Sunny,139,3.141603903893217,288.52,1.79,4.78,23208.04
South,Silt,Wheat,436.68538999308697,19.13206193770716,Cloudy,143,3.2653902391143546,288.52,1.79,4.78,23208.04
East,Peaty,Maize,377.5126875278596,15.872461892215853,Sunny,148,3.3052398081836394,389.37,0.57,4.93,60202.14
North,Clay,Cotton,541.6531794580206,21.8924496837203,Rainy,69,3.5783431468103166,324.21,5.47,2.86,49551.67333333334
East,Sandy,Barley,361.6122542734794,33.794163726837134,Sunny,84,3.5129033780314294,59.535,2.9,1.835,58807.185
West,Sandy,Cotton,335.2836418173172,17.82807063619361,Sunny,148,3.6117623309032414,122.805,2.1,2.18,53381.215
West,Clay,Barley,240.2903996503807,34.60775421524458,Cloudy,82,3.538996225745676,299.265,4.095,0.75,41989.11
West,Peaty,Maize,357.51449850528945,31.232103399644192,Sunny,81,3.152892341285471,389.37,0.57,4.93,60202.14
North,Sandy,Maize,301.245472491178,20.41329282825421,Rainy,126,3.2106894606816354,460.93,1.09,1.31,54314.28
East,Loam,Barley,500.69170199938645,17.39426696871657,Rainy,139,3.673867987663365,446.76,7.79,0.96,93656.06
South,Silt,Rice,178.52035096197687,23.472885774219584,Sunny,72,3.1645404151800824,464.6,5.18,0.91,9392.38
South,Sandy,Soybean,184.9833951221031,26.92841045506295,Cloudy,63,3.6434385124763433,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Sandy,Cotton,305.05776118277385,17.528212790739893,Cloudy,73,3.2732005992623043,122.805,2.1,2.18,53381.215
South,Loam,Cotton,205.22085705219547,37.023193078407765,Cloudy,95,3.5804565055117954,387.78,6.245,2.84,57761.24
South,Loam,Wheat,163.10604569489533,34.08825329375226,Sunny,70,3.327957251101359,162.28,5.85,2.42,65838.4
North,Clay,Rice,580.752704712339,23.187186758957623,Cloudy,97,3.365742084342706,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Silt,Barley,235.6780433426943,34.28202794708194,Rainy,126,3.214132890699025,253.43,6.2,3.375,39956.880000000005
West,Loam,Maize,190.54363731251615,28.11898193842713,Sunny,63,3.3442152023067475,128.23,4.91,0.77,18660.03
East,Sandy,Soybean,424.3429373703944,29.57394134371107,Sunny,99,3.2435290631366698,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Peaty,Maize,155.49651049871164,19.36440533862223,Cloudy,107,3.1615444885592536,389.37,0.57,4.93,60202.14
North,Loam,Maize,275.31238507625324,31.841818016936077,Rainy,63,3.6042446172307216,128.23,4.91,0.77,18660.03
South,Loam,Wheat,381.900045563376,24.14212531834022,Sunny,129,3.6787466482138087,162.28,5.85,2.42,65838.4
North,Sandy,Maize,378.5679617260457,17.825246963676335,Rainy,71,3.254709288149868,460.93,1.09,1.31,54314.28
North,Clay,Wheat,829.1270989125579,23.25927779705209,Rainy,128,3.245863846077044,210.88500000000002,6.105,2.235,44398.345
South,Sandy,Cotton,340.62191253728486,16.045036078682944,Rainy,144,3.388041980004182,122.805,2.1,2.18,53381.215
North,Clay,Rice,266.94137115915834,35.71653184712415,Sunny,71,3.2020611382986583,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Loam,Barley,369.9203377576102,27.719062582103465,Cloudy,145,3.3986647840803093,446.76,7.79,0.96,93656.06
West,Loam,Soybean,490.7340597659352,25.172172425837687,Sunny,65,3.329130919694609,156.1,1.18,4.43,73646.55
South,Sandy,Barley,471.03999763873793,29.821293910783808,Cloudy,84,3.468665811706771,59.535,2.9,1.835,58807.185
South,Clay,Cotton,117.52794855921948,33.359355438980685,Sunny,99,3.235968993562151,324.21,5.47,2.86,49551.67333333334
West,Silt,Wheat,331.04747470749146,30.62916928458052,Rainy,103,3.20542473850014,288.52,1.79,4.78,23208.04
East,Silt,Barley,281.08141492780186,20.055022356444013,Rainy,107,3.554039068034803,253.43,6.2,3.375,39956.880000000005
South,Sandy,Maize,456.408348114524,39.7890142765676,Cloudy,148,3.631063286948251,460.93,1.09,1.31,54314.28
South,Sandy,Cotton,560.4244732643565,18.746916149791502,Sunny,77,3.5913371164530936,122.805,2.1,2.18,53381.215
East,Clay,Wheat,286.73819809442114,35.91616128775138,Cloudy,91,3.293414361909903,210.88500000000002,6.105,2.235,44398.345
North,Clay,Rice,213.02260907392383,35.680279564339045,Sunny,67,3.5737912370044933,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Loam,Barley,228.7368553191296,20.2360445174605,Cloudy,83,3.43508726468602,446.76,7.79,0.96,93656.06
North,Silt,Soybean,386.87002294648806,22.942799794917992,Rainy,65,3.6283192945587626,266.03,8.57,1.35,43610.21
East,Sandy,Maize,503.8075899257575,19.25626284314456,Cloudy,72,3.55894790488834,460.93,1.09,1.31,54314.28
North,Loam,Barley,224.6720455486621,15.543994702403776,Rainy,78,3.1520831044013065,446.76,7.79,0.96,93656.06
East,Loam,Soybean,524.1283929815634,15.236008171967743,Cloudy,96,3.555546847094347,156.1,1.18,4.43,73646.55
East,Silt,Soybean,369.7708325052163,32.482012167975384,Rainy,83,3.622405838370903,266.03,8.57,1.35,43610.21
East,Sandy,Rice,533.6298811751016,38.30060601624359,Sunny,118,3.287619556101729,308.40500000000003,4.595,4.220000000000001,78580.925
North,Loam,Soybean,127.59026381546596,26.42823536974528,Cloudy,98,3.2293816753743063,156.1,1.18,4.43,73646.55
South,Clay,Wheat,377.03415988155007,37.85919568212357,Sunny,135,3.370061442911892,210.88500000000002,6.105,2.235,44398.345
West,Clay,Barley,623.8153163883612,31.23510427125525,Sunny,143,3.4530020343080188,299.265,4.095,0.75,41989.11
West,Sandy,Cotton,688.22520642225,25.79959682472675,Sunny,66,3.517352397459034,122.805,2.1,2.18,53381.215
North,Peaty,Maize,260.56015862071274,31.347831654132765,Rainy,66,3.3510358048507736,389.37,0.57,4.93,60202.14
West,Silt,Barley,318.32449622058675,28.21901476455176,Rainy,73,3.307152837962245,253.43,6.2,3.375,39956.880000000005
West,Silt,Wheat,557.1035906330924,23.347180594556853,Rainy,70,3.3505162824228014,288.52,1.79,4.78,23208.04
East,Silt,Soybean,810.8895838053112,36.02077865189753,Rainy,62,3.3416696012730567,266.03,8.57,1.35,43610.21
West,Loam,Cotton,436.3411572055407,29.5946156447238,Sunny,124,3.645859592650378,387.78,6.245,2.84,57761.24
South,Clay,Wheat,588.690822859119,32.78057215826727,Cloudy,114,3.584718911711467,210.88500000000002,6.105,2.235,44398.345
North,Peaty,Maize,206.4095003347498,35.282850626439064,Rainy,128,3.410683875108952,389.37,0.57,4.93,60202.14
West,Clay,Cotton,694.8647489293423,21.97776938614687,Rainy,92,3.232205717861845,324.21,5.47,2.86,49551.67333333334
South,Loam,Barley,277.8540658036364,19.166692741128703,Sunny,103,3.1368422038335293,446.76,7.79,0.96,93656.06
East,Silt,Wheat,436.979905952577,28.09791662523494,Rainy,100,3.4198809989574315,288.52,1.79,4.78,23208.04
North,Clay,Cotton,745.7128893676978,23.72434449855428,Sunny,88,3.195597125725534,324.21,5.47,2.86,49551.67333333334
South,Sandy,Cotton,379.95653933138766,19.610379290125845,Cloudy,112,3.1674576477263585,122.805,2.1,2.18,53381.215
East,Loam,Soybean,437.847138085037,16.768880576723724,Sunny,95,3.219849486706594,156.1,1.18,4.43,73646.55
West,Loam,Cotton,465.1238471172994,34.61274187154085,Cloudy,104,3.6686199284403926,387.78,6.245,2.84,57761.24
South,Sandy,Cotton,519.0696647968545,24.142378205949957,Cloudy,92,3.64356177409058,122.805,2.1,2.18,53381.215
East,Loam,Wheat,590.2971010437063,32.81163555238997,Cloudy,130,3.527378402068907,162.28,5.85,2.42,65838.4
South,Silt,Barley,533.272774728976,27.700399147119185,Cloudy,97,3.321718900530099,253.43,6.2,3.375,39956.880000000005
West,Clay,Rice,248.1635719765789,24.84154285535149,Rainy,61,3.61291904064373,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Silt,Rice,736.975516156029,34.28774709864454,Cloudy,137,3.5410753870249723,464.6,5.18,0.91,9392.38
South,Loam,Cotton,435.1244246664616,18.450758252113435,Cloudy,104,3.4185672443120825,387.78,6.245,2.84,57761.24
West,Loam,Wheat,456.82111370691007,17.742016733229306,Cloudy,140,3.639293328101348,162.28,5.85,2.42,65838.4
West,Clay,Wheat,312.35424148027056,22.640248396213853,Cloudy,117,3.5433269641756038,210.88500000000002,6.105,2.235,44398.345
East,Silt,Barley,364.3222005866723,28.89572205960781,Rainy,102,3.632998578017709,253.43,6.2,3.375,39956.880000000005
West,Sandy,Rice,211.26226166890163,37.03893236392511,Cloudy,127,3.131299220827659,308.40500000000003,4.595,4.220000000000001,78580.925
West,Sandy,Rice,438.61569861186337,23.04954197118485,Rainy,127,3.287102780035579,308.40500000000003,4.595,4.220000000000001,78580.925
South,Sandy,Soybean,709.4005523560946,28.916899793723903,Cloudy,91,3.328286088122772,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Loam,Soybean,205.5513355785872,18.944398422282426,Cloudy,139,3.545916012837377,156.1,1.18,4.43,73646.55
North,Sandy,Cotton,379.5125153041883,24.049979868168123,Cloudy,144,3.543565301175313,122.805,2.1,2.18,53381.215
East,Clay,Wheat,630.2603609197756,39.7276611964019,Rainy,100,3.411878095193432,210.88500000000002,6.105,2.235,44398.345
North,Loam,Wheat,229.1404746261388,24.10143796788443,Rainy,111,3.5032731619035595,162.28,5.85,2.42,65838.4
North,Silt,Rice,332.74995508746656,32.467373433542555,Cloudy,90,3.657780390940261,464.6,5.18,0.91,9392.38
South,Loam,Wheat,690.0559766591306,22.46084771962548,Cloudy,111,3.222797442338947,162.28,5.85,2.42,65838.4
North,Loam,Wheat,746.7962598402419,23.960570718934584,Cloudy,141,3.499354602164741,162.28,5.85,2.42,65838.4
North,Silt,Rice,641.0076815553326,17.563613112870915,Rainy,82,3.5153040672735187,464.6,5.18,0.91,9392.38
East,Sandy,Soybean,590.8795753500681,21.30745010184875,Cloudy,138,3.392728965403545,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Sandy,Cotton,273.67468102269186,16.779066329536857,Sunny,65,3.146925499774956,122.805,2.1,2.18,53381.215
East,Loam,Wheat,665.1895539566118,35.501933848011284,Cloudy,122,3.4753148349282523,162.28,5.85,2.42,65838.4
North,Peaty,Maize,328.916820412527,17.345904418805347,Cloudy,96,3.264270222489584,389.37,0.57,4.93,60202.14
West,Loam,Barley,372.0770718448738,17.943032961448235,Sunny,133,3.415962935651118,446.76,7.79,0.96,93656.06
East,Sandy,Barley,179.94019803605687,35.89810064581351,Cloudy,106,3.366482593232449,59.535,2.9,1.835,58807.185
North,Silt,Barley,373.183712048302,27.78249951375042,Rainy,67,3.473015988890233,253.43,6.2,3.375,39956.880000000005
North,Peaty,Maize,403.67559355990585,16.63652761309063,Rainy,97,3.2518434863298764,389.37,0.57,4.93,60202.14
East,Loam,Wheat,336.24148434885194,17.643603105766147,Cloudy,133,3.624573270935836,162.28,5.85,2.42,65838.4
West,Silt,Wheat,516.0235754117211,17.36534330872661,Rainy,70,3.52931729027773,288.52,1.79,4.78,23208.04
South,Clay,Rice,152.44523676588025,29.02138658894261,Sunny,91,3.1650421593435887,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
West,Clay,Wheat,592.2162193873842,21.37127854696314,Rainy,138,3.640950803583292,210.88500000000002,6.105,2.235,44398.345
East,Loam,Maize,425.2253396027231,38.458089644705225,Rainy,142,3.535907077415522,128.23,4.91,0.77,18660.03
East,Peaty,Maize,700.2327231548703,29.60789043008279,Sunny,119,3.554242043249361,389.37,0.57,4.93,60202.14
West,Loam,Wheat,385.51849277356456,21.456555577560565,Cloudy,146,3.378366913543688,162.28,5.85,2.42,65838.4
South,Loam,Soybean,649.3139890486708,27.76262702906825,Sunny,74,3.5438559625341206,156.1,1.18,4.43,73646.55
South,Loam,Barley,239.2220036055216,28.99804726192837,Sunny,128,3.1723437732107813,446.76,7.79,0.96,93656.06
West,Clay,Rice,475.9385596588788,16.877047561202314,Rainy,145,3.600005347644228,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
East,Silt,Barley,111.85093203348998,36.207877807834834,Rainy,122,3.1957702163087363,253.43,6.2,3.375,39956.880000000005
South,Sandy,Cotton,323.3419039331933,22.367770093855903,Sunny,62,3.324988675790704,122.805,2.1,2.18,53381.215
East,Sandy,Soybean,650.7278944301405,26.17077212077284,Rainy,110,3.347125400603912,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Sandy,Rice,533.7470354467375,24.790023365992248,Cloudy,95,3.589316737854777,308.40500000000003,4.595,4.220000000000001,78580.925
East,Peaty,Maize,685.4600408176942,32.17556782276208,Rainy,137,3.6401334233846376,389.37,0.57,4.93,60202.14
North,Silt,Wheat,198.53269836734907,17.540091688034085,Rainy,84,3.3172450869309213,288.52,1.79,4.78,23208.04
South,Sandy,Soybean,284.9421075659394,32.08198504740828,Rainy,82,3.200423679058109,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Sandy,Maize,416.38499692741306,38.5194992948046,Rainy,132,3.1577144242148574,460.93,1.09,1.31,54314.28
East,Sandy,Maize,480.43771191089786,24.63340965376124,Rainy,75,3.657895919473533,460.93,1.09,1.31,54314.28
West,Sandy,Soybean,658.1914969148595,23.46442005463877,Cloudy,125,3.524175495799632,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Sandy,Maize,328.4429308530114,25.873283240050547,Rainy,124,3.2286595080000757,460.93,1.09,1.31,54314.28
West,Clay,Wheat,428.86384225026,19.223154132366098,Cloudy,73,3.49523012087936,210.88500000000002,6.105,2.235,44398.345
West,Peaty,Maize,314.35955835952404,19.23382465201394,Sunny,122,3.419719450070388,389.37,0.57,4.93,60202.14
South,Silt,Barley,224.9446989206369,38.07832841769997,Rainy,72,3.539010672795801,253.43,6.2,3.375,39956.880000000005
South,Sandy,Barley,310.6213495390761,19.57240948711035,Cloudy,113,3.575119578400418,59.535,2.9,1.835,58807.185
East,Silt,Wheat,653.8536033977355,18.35078367709076,Cloudy,129,3.607937762136961,288.52,1.79,4.78,23208.04
South,Sandy,Soybean,150.89600166719157,24.26841680129157,Cloudy,113,3.215273020734297,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
East,Sandy,Soybean,667.2243984245051,28.660639075535062,Rainy,71,3.58244693352324,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Silt,Barley,104.43869987112856,25.842329701753396,Sunny,119,3.2759737103805366,253.43,6.2,3.375,39956.880000000005
South,Clay,Barley,405.0599739750789,17.04723373642282,Cloudy,122,3.2275103836864933,299.265,4.095,0.75,41989.11
East,Clay,Wheat,418.59838647472,28.78870845906684,Rainy,144,3.1707865629469687,210.88500000000002,6.105,2.235,44398.345
East,Loam,Wheat,101.55413503206212,31.33029443558716,Rainy,132,3.4770076309550477,162.28,5.85,2.42,65838.4
North,Sandy,Soybean,168.66114330666122,30.26498606150069,Rainy,72,3.410889974505233,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Loam,Maize,125.45740992473408,32.557777675694155,Rainy,79,3.1958111173703445,128.23,4.91,0.77,18660.03
North,Loam,Barley,411.64823521717545,27.951344626274995,Cloudy,103,3.4080860955137644,446.76,7.79,0.96,93656.06
South,Clay,Rice,293.28901129861435,37.07224405006352,Rainy,82,3.669247691517626,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
South,Silt,Wheat,373.549164269158,34.927488250047524,Sunny,106,3.2554437301411783,288.52,1.79,4.78,23208.04
North,Sandy,Cotton,403.52385250595415,30.80687050050458,Rainy,93,3.309836496082128,122.805,2.1,2.18,53381.215
West,Sandy,Barley,336.65494673747526,23.99063809280421,Cloudy,139,3.588971977510483,59.535,2.9,1.835,58807.185
South,Loam,Cotton,110.51159497916066,24.241270955625424,Sunny,64,3.657625030204382,387.78,6.245,2.84,57761.24
East,Loam,Cotton,317.5459047028132,33.40153463745011,Cloudy,98,3.1335877820826257,387.78,6.245,2.84,57761.24
South,Sandy,Rice,297.3442000486708,18.35080334640324,Cloudy,88,3.341871631757215,308.40500000000003,4.595,4.220000000000001,78580.925
West,Silt,Wheat,135.17285454225885,24.84743644080192,Rainy,66,3.3176210302319,288.52,1.79,4.78,23208.04
East,Silt,Soybean,309.61281780969625,28.04991339742878,Sunny,96,3.6352616343307065,266.03,8.57,1.35,43610.21
North,Silt,Wheat,314.9061325699076,36.31874861360888,Sunny,88,3.4806274784324702,288.52,1.79,4.78,23208.04
East,Clay,Cotton,656.3823921150645,19.214386675247468,Rainy,114,3.1794906941759105,324.21,5.47,2.86,49551.67333333334
North,Loam,Cotton,373.77149904551976,32.21274004340566,Cloudy,110,3.52671042414142,387.78,6.245,2.84,57761.24
East,Loam,Soybean,439.02596043467616,39.17485618244002,Cloudy,133,3.3461768982259423,156.1,1.18,4.43,73646.55
South,Silt,Rice,557.3918258871538,29.18871652711227,Cloudy,76,3.388198354139612,464.6,5.18,0.91,9392.38
South,Loam,Cotton,202.0548176846359,23.162160512393925,Sunny,139,3.137775610062938,387.78,6.245,2.84,57761.24
North,Sandy,Rice,521.4493560604944,38.31208793481517,Cloudy,84,3.136614067611694,308.40500000000003,4.595,4.220000000000001,78580.925
West,Sandy,Soybean,682.9889470816148,24.871888832995243,Rainy,115,3.5244101591855874,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
West,Peaty,Maize,442.7109817298706,29.891763369627103,Sunny,112,3.457770705811278,389.37,0.57,4.93,60202.14
West,Clay,Cotton,117.76773740996909,26.082893868483296,Sunny,92,3.596103723042516,324.21,5.47,2.86,49551.67333333334
South,Sandy,Maize,272.9881008069042,15.66650843263067,Cloudy,118,3.599506399693944,460.93,1.09,1.31,54314.28
South,Clay,Barley,291.55630664946534,36.07013254604418,Sunny,112,3.133309693457824,299.265,4.095,0.75,41989.11
South,Sandy,Maize,379.9769859421807,16.344712901153095,Rainy,117,3.6072310978358337,460.93,1.09,1.31,54314.28
East,Sandy,Rice,276.2194120540994,36.18621098763454,Sunny,60,3.254065457452131,308.40500000000003,4.595,4.220000000000001,78580.925
West,Sandy,Rice,386.9968215918956,16.39481327871041,Cloudy,130,3.66751681982653,308.40500000000003,4.595,4.220000000000001,78580.925
South,Sandy,Rice,408.5512179481384,35.20439020355977,Sunny,129,3.618614563916219,308.40500000000003,4.595,4.220000000000001,78580.925
North,Loam,Barley,369.566337633443,27.00076213459312,Rainy,110,3.409171119655896,446.76,7.79,0.96,93656.06
South,Clay,Wheat,353.10917474434166,39.81654369045555,Cloudy,148,3.154809289095853,210.88500000000002,6.105,2.235,44398.345
East,Sandy,Barley,149.1820859103127,27.605997384488656,Rainy,114,3.603549634863913,59.535,2.9,1.835,58807.185
North,Sandy,Maize,602.0544807350458,22.87380484499721,Cloudy,131,3.270181084321757,460.93,1.09,1.31,54314.28
East,Loam,Barley,326.4082167240914,23.548020138386114,Cloudy,147,3.670285392468944,446.76,7.79,0.96,93656.06
North,Sandy,Barley,296.6959007963912,16.776132430619224,Rainy,109,3.3661260239332687,59.535,2.9,1.835,58807.185
West,Sandy,Barley,189.18366799663443,16.795471279932272,Cloudy,149,3.1731245586671704,59.535,2.9,1.835,58807.185
West,Loam,Soybean,376.0080129245162,36.389934150961885,Sunny,77,3.61742615472137,156.1,1.18,4.43,73646.55
South,Clay,Cotton,186.62995049253897,26.336646796712717,Rainy,130,3.448784021574435,324.21,5.47,2.86,49551.67333333334
East,Sandy,Maize,654.2710126546284,22.355482776625493,Rainy,148,3.578134215767776,460.93,1.09,1.31,54314.28
East,Loam,Wheat,353.1314071098292,31.494752836179245,Rainy,140,3.4747695925467625,162.28,5.85,2.42,65838.4
East,Clay,Cotton,107.03615598113484,39.46882679345581,Sunny,114,3.2091954628048693,324.21,5.47,2.86,49551.67333333334
South,Clay,Cotton,461.6964869845877,30.73272673340565,Sunny,107,3.277741278503685,324.21,5.47,2.86,49551.67333333334
West,Clay,Rice,282.5008014402586,15.883111726900498,Rainy,143,3.269429337626673,381.91499999999996,7.164999999999999,1.7650000000000001,33626.41
North,Sandy,Cotton,237.24457961471225,23.449311150254427,Sunny,95,3.527863261986205,122.805,2.1,2.18,53381.215
East,Loam,Wheat,336.9713806260788,38.227547701504456,Sunny,132,3.6056992671958494,162.28,5.85,2.42,65838.4
South,Silt,Barley,161.51830956955484,31.003148113596303,Rainy,108,3.61661618675908,253.43,6.2,3.375,39956.880000000005
West,Sandy,Maize,705.4147279534388,28.130005404405644,Cloudy,126,3.674816353464858,460.93,1.09,1.31,54314.28
West,Clay,Wheat,343.6475670379401,32.99834842019446,Sunny,105,3.3386184105965824,210.88500000000002,6.105,2.235,44398.345
West,Sandy,Rice,310.0755385041404,36.98664718591592,Rainy,80,3.689588648984895,308.40500000000003,4.595,4.220000000000001,78580.925
East,Clay,Barley,160.58977750198275,16.782831765861687,Rainy,147,3.620023933721925,299.265,4.095,0.75,41989.11
North,Clay,Cotton,401.5042381073469,35.91205792820142,Rainy,70,3.139108033660527,324.21,5.47,2.86,49551.67333333334
South,Loam,Barley,127.3544568769786,23.384802629880884,Rainy,83,3.6328304615910425,446.76,7.79,0.96,93656.06
North,Clay,Cotton,473.6046235095383,19.939394168411628,Sunny,83,3.584714007411854,324.21,5.47,2.86,49551.67333333334
South,Sandy,Soybean,196.7455498822813,18.016109712588623,Cloudy,79,3.630123273794128,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
South,Sandy,Cotton,560.5305122510488,30.95835543693591,Cloudy,102,3.5492743182120248,122.805,2.1,2.18,53381.215
West,Loam,Wheat,221.4625515319095,19.658189190922734,Sunny,85,3.175593472039221,162.28,5.85,2.42,65838.4
South,Loam,Maize,743.1134384154296,19.351046878674996,Rainy,98,3.638402728290163,128.23,4.91,0.77,18660.03
North,Peaty,Maize,439.852971211707,18.221959065068454,Rainy,87,3.2849898803756044,389.37,0.57,4.93,60202.14
West,Loam,Maize,367.8684858321624,27.139271375252225,Cloudy,65,3.5219733809967404,128.23,4.91,0.77,18660.03
West,Sandy,Rice,416.040280980116,17.74375030963014,Cloudy,99,3.318793635474101,308.40500000000003,4.595,4.220000000000001,78580.925
West,Loam,Soybean,676.5486520782922,15.261895751598058,Sunny,91,3.5453321827986697,156.1,1.18,4.43,73646.55
North,Clay,Cotton,250.56725445227084,20.77144973274938,Sunny,149,3.273499490994523,324.21,5.47,2.86,49551.67333333334
West,Loam,Maize,388.4338941287372,21.86412143012891,Sunny,61,3.3173000602321445,128.23,4.91,0.77,18660.03
West,Loam,Soybean,277.3659058860124,21.356550274280472,Sunny,121,3.6452978951977206,156.1,1.18,4.43,73646.55
South,Loam,Barley,269.05473690769804,39.17355176120277,Cloudy,90,3.487002390881985,446.76,7.79,0.96,93656.06
South,Clay,Barley,124.45304043465217,33.05856177667957,Cloudy,133,3.601489828620252,299.265,4.095,0.75,41989.11
West,Loam,Wheat,544.5479917421424,21.360621693977503,Sunny,121,3.310285048805403,162.28,5.85,2.42,65838.4
South,Peaty,Maize,142.38627999844874,35.03545034292176,Rainy,101,3.1660151867209416,389.37,0.57,4.93,60202.14
South,Silt,Barley,221.23005183283504,25.278795601182125,Rainy,97,3.242191875146103,253.43,6.2,3.375,39956.880000000005
East,Sandy,Soybean,530.9905711706764,33.69712233191204,Rainy,138,3.650041027490952,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Sandy,Cotton,125.93153089566236,37.28383393905206,Rainy,125,3.381876209844135,122.805,2.1,2.18,53381.215
West,Loam,Soybean,281.3150587222473,15.581116053624395,Cloudy,70,3.624540995964252,156.1,1.18,4.43,73646.55
South,Sandy,Soybean,358.7670790513197,17.20082401129896,Rainy,77,3.336492526355104,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Loam,Barley,630.8573887604333,16.14498393257307,Cloudy,121,3.2166114293130663,446.76,7.79,0.96,93656.06
East,Peaty,Maize,116.39347904583956,15.47680168612018,Cloudy,101,3.305477157441689,389.37,0.57,4.93,60202.14
West,Loam,Barley,652.6856415611358,32.28333312380547,Sunny,121,3.369933185568163,446.76,7.79,0.96,93656.06
West,Clay,Cotton,255.61238370410572,16.35252939515099,Sunny,80,3.471983622213164,324.21,5.47,2.86,49551.67333333334
South,Loam,Barley,139.89207465570968,16.397039044250047,Cloudy,70,3.672421035117461,446.76,7.79,0.96,93656.06
West,Loam,Barley,338.53636796906983,18.0321018878044,Sunny,102,3.324359949072668,446.76,7.79,0.96,93656.06
East,Clay,Wheat,768.2320482213331,38.39947419686805,Rainy,111,3.6742173743611657,210.88500000000002,6.105,2.235,44398.345
East,Sandy,Rice,225.4771465656824,34.22926678014636,Rainy,99,3.374525469952804,308.40500000000003,4.595,4.220000000000001,78580.925
West,Loam,Maize,101.41128092096174,39.40983223615614,Cloudy,142,3.218065923050313,128.23,4.91,0.77,18660.03
East,Loam,Wheat,626.8912577556688,35.30326393605819,Sunny,131,3.458314999199548,162.28,5.85,2.42,65838.4
South,Silt,Barley,542.4420387126797,29.301513527048563,Cloudy,97,3.4942369945201617,253.43,6.2,3.375,39956.880000000005
West,Silt,Wheat,356.1570881259289,30.43817316282102,Rainy,63,3.1941059984953086,288.52,1.79,4.78,23208.04
West,Loam,Wheat,483.2769911135,21.579775156686186,Sunny,141,3.594155493379766,162.28,5.85,2.42,65838.4
South,Peaty,Maize,125.06404077031476,21.56944930583494,Sunny,119,3.5528331796343924,389.37,0.57,4.93,60202.14
North,Silt,Rice,290.6720243595207,31.56061478873176,Sunny,83,3.457514876315241,464.6,5.18,0.91,9392.38
South,Silt,Barley,306.16200492682884,25.57019376085494,Rainy,112,3.1584934418895654,253.43,6.2,3.375,39956.880000000005
East,Silt,Rice,108.9605086103312,18.71581292009559,Rainy,72,3.2660423233782967,464.6,5.18,0.91,9392.38
South,Silt,Barley,191.9673288084032,22.93654008357909,Sunny,148,3.1544218379689446,253.43,6.2,3.375,39956.880000000005
East,Sandy,Soybean,203.540904918582,31.84434604554509,Rainy,84,3.2102439895893573,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
North,Clay,Cotton,563.850791722183,27.884876968513414,Cloudy,65,3.257292700395175,324.21,5.47,2.86,49551.67333333334
North,Sandy,Rice,582.5534538092566,36.53414087279212,Cloudy,86,3.268767240454672,308.40500000000003,4.595,4.220000000000001,78580.925
East,Sandy,Soybean,205.4429027883756,32.424618322142905,Cloudy,76,3.144094850807171,209.51666666666665,2.8833333333333333,2.5233333333333334,57373.37333333333
